provincia,anio,mes,Mes_Numero,Fecha_Completa,Fecha_Procesada,empleados_registrados_miles
La Rioja,2013,ago-13,,,12/1/2012,30.01
La Rioja,2013,Sep-13,,,12/1/2012,29.53
La Rioja,2013,Oct-13,,,12/1/2012,29.69
La Rioja,2013,Nov-13,,,12/1/2012,29.40
La Rioja,2013,dic-13,,,12/1/2012,29.42
La Rioja,2014,ene-14,,,12/1/2013,29.24
La Rioja,2014,Feb-14,,,12/1/2013,32.86
La Rioja,2014,Mar-14,,,12/1/2013,33.30
La Rioja,2014,abr-14,,,12/1/2013,31.99
La Rioja,2014,May-14,,,12/1/2013,30.50
La Rioja,2014,Jun-14,,,12/1/2013,29.84
La Rioja,2014,Jul-14,,,12/1/2013,29.37
La Rioja,2014,ago-14,,,12/1/2013,29.41
La Rioja,2014,Sep-14,,,12/1/2013,29.31
La Rioja,2014,Oct-14,,,12/1/2013,29.36
La Rioja,2014,Nov-14,,,12/1/2013,29.29
La Rioja,2014,dic-14,,,12/1/2013,29.03
La Rioja,2015,ene-15,,,12/1/2014,29.94
La Rioja,2015,Feb-15,,,12/1/2014,35.70
La Rioja,2015,Mar-15,,,12/1/2014,36.65
La Rioja,2015,abr-15,,,12/1/2014,35.05
La Rioja,2015,May-15,,,12/1/2014,33.19
La Rioja,2015,Jun-15,,,12/1/2014,32.17
La Rioja,2015,Jul-15,,,12/1/2014,31.29
La Rioja,2015,ago-15,,,12/1/2014,30.67
La Rioja,2015,Sep-15,,,12/1/2014,29.76
La Rioja,2015,Oct-15,,,12/1/2014,29.71
La Rioja,2015,Nov-15,,,12/1/2014,29.49
La Rioja,2015,dic-15,,,12/1/2014,28.77
La Rioja,2016,ene-16,,,12/1/2015,28.73
La Rioja,2016,Feb-16,,,12/1/2015,35.05
La Rioja,2016,Mar-16,,,12/1/2015,36.10
La Rioja,2016,abr-16,,,12/1/2015,32.30
La Rioja,2016,May-16,,,12/1/2015,30.70
La Rioja,2016,Jun-16,,,12/1/2015,30.65
La Rioja,2016,Jul-16,,,12/1/2015,28.78
La Rioja,2016,ago-16,,,12/1/2015,28.99
La Rioja,2016,Sep-16,,,12/1/2015,28.84
La Rioja,2016,Oct-16,,,12/1/2015,28.50
La Rioja,2016,Nov-16,,,12/1/2015,28.64
La Rioja,2016,dic-16,,,12/1/2015,28.65
La Rioja,2017,ene-17,,,12/1/2016,29.66
La Rioja,2017,Feb-17,,,12/1/2016,37.95
La Rioja,2017,Mar-17,,,12/1/2016,38.01
La Rioja,2017,abr-17,,,12/1/2016,34.67
La Rioja,2017,May-17,,,12/1/2016,33.51
La Rioja,2017,Jun-17,,,12/1/2016,32.19
La Rioja,2017,Jul-17,,,12/1/2016,30.75
La Rioja,2017,ago-17,,,12/1/2016,29.49
La Rioja,2017,Sep-17,,,12/1/2016,29.03
La Rioja,2017,Oct-17,,,12/1/2016,28.99
La Rioja,2017,Nov-17,,,12/1/2016,29.22
La Rioja,2017,dic-17,,,12/1/2016,29.11
La Rioja,2018,ene-18,,,12/1/2017,28.83
La Rioja,2018,Feb-18,,,12/1/2017,33.57
La Rioja,2018,Mar-18,,,12/1/2017,34.01
La Rioja,2018,abr-18,,,12/1/2017,31.43
La Rioja,2018,May-18,,,12/1/2017,30.32
La Rioja,2018,Jun-18,,,12/1/2017,29.08
La Rioja,2018,Jul-18,,,12/1/2017,28.61
La Rioja,2018,ago-18,,,12/1/2017,28.47
La Rioja,2018,Sep-18,,,12/1/2017,28.12
La Rioja,2018,Oct-18,,,12/1/2017,28.08
La Rioja,2018,Nov-18,,,12/1/2017,27.81
La Rioja,2018,dic-18,,,12/1/2017,27.54
La Rioja,2019,ene-19,,,12/1/2018,27.93
La Rioja,2019,Feb-19,,,12/1/2018,34.59
La Rioja,2019,Mar-19,,,12/1/2018,33.07
La Rioja,2019,abr-19,,,12/1/2018,31.04
La Rioja,2019,May-19,,,12/1/2018,30.39
La Rioja,2019,Jun-19,,,12/1/2018,28.47
La Rioja,2019,Jul-19,,,12/1/2018,27.51
La Rioja,2019,ago-19,,,12/1/2018,26.99
La Rioja,2019,Sep-19,,,12/1/2018,26.40
La Rioja,2019,Oct-19,,,12/1/2018,26.30
La Rioja,2019,Nov-19,,,12/1/2018,26.12
La Rioja,2019,dic-19,,,12/1/2018,25.87
La Rioja,2020,ene-20,,,12/1/2019,26.39
La Rioja,2020,Feb-20,,,12/1/2019,33.29
La Rioja,2020,Mar-20,,,12/1/2019,33.05
La Rioja,2020,abr-20,,,12/1/2019,28.73
La Rioja,2020,May-20,,,12/1/2019,27.60
La Rioja,2020,Jun-20,,,12/1/2019,26.52
La Rioja,2020,Jul-20,,,12/1/2019,25.71
La Rioja,2020,ago-20,,,12/1/2019,25.26
La Rioja,2020,Sep-20,,,12/1/2019,25.16
La Rioja,2020,Oct-20,,,12/1/2019,25.18
La Rioja,2020,Nov-20,,,12/1/2019,25.12
La Rioja,2020,dic-20,,,12/1/2019,25.11
La Rioja,2021,ene-21,,,12/1/2020,26.27
La Rioja,2021,Feb-21,,,12/1/2020,31.39
La Rioja,2021,Mar-21,,,12/1/2020,31.42
La Rioja,2021,abr-21,,,12/1/2020,29.73
La Rioja,2021,May-21,,,12/1/2020,28.71
La Rioja,2021,Jun-21,,,12/1/2020,28.25
La Rioja,2021,Jul-21,,,12/1/2020,26.88
La Rioja,2021,ago-21,,,12/1/2020,26.18
La Rioja,2021,Sep-21,,,12/1/2020,26.29
La Rioja,2021,Oct-21,,,12/1/2020,26.35
Mendoza,2009,ene-09,,,12/1/2008,224.36
Mendoza,2009,Feb-09,,,12/1/2008,231.27
Mendoza,2009,Mar-09,,,12/1/2008,236.93
Mendoza,2009,abr-09,,,12/1/2008,227.91
Mendoza,2009,May-09,,,12/1/2008,212.28
Mendoza,2009,Jun-09,,,12/1/2008,215.46
Mendoza,2009,Jul-09,,,12/1/2008,213.99
Mendoza,2009,ago-09,,,12/1/2008,213.05
Mendoza,2009,Sep-09,,,12/1/2008,211.97
Mendoza,2009,Oct-09,,,12/1/2008,213.35
Mendoza,2009,Nov-09,,,12/1/2008,216.52
Mendoza,2009,dic-09,,,12/1/2008,218.90
Mendoza,2010,ene-10,,,12/1/2009,222.76
Mendoza,2010,Feb-10,,,12/1/2009,230.67
Mendoza,2010,Mar-10,,,12/1/2009,237.99
Mendoza,2010,abr-10,,,12/1/2009,234.42
Mendoza,2010,May-10,,,12/1/2009,219.96
Mendoza,2010,Jun-10,,,12/1/2009,221.03
Mendoza,2010,Jul-10,,,12/1/2009,219.70
Mendoza,2010,ago-10,,,12/1/2009,220.20
Mendoza,2010,Sep-10,,,12/1/2009,220.02
Mendoza,2010,Oct-10,,,12/1/2009,221.56
Mendoza,2010,Nov-10,,,12/1/2009,227.47
Mendoza,2010,dic-10,,,12/1/2009,231.70
Mendoza,2011,ene-11,,,12/1/2010,234.58
Mendoza,2011,Feb-11,,,12/1/2010,242.94
Mendoza,2011,Mar-11,,,12/1/2010,250.80
Mendoza,2011,abr-11,,,12/1/2010,248.08
Mendoza,2011,May-11,,,12/1/2010,235.61
Mendoza,2011,Jun-11,,,12/1/2010,234.59
Mendoza,2011,Jul-11,,,12/1/2010,235.11
Mendoza,2011,ago-11,,,12/1/2010,236.23
Mendoza,2011,Sep-11,,,12/1/2010,234.76
Mendoza,2011,Oct-11,,,12/1/2010,237.24
Mendoza,2011,Nov-11,,,12/1/2010,239.95
Mendoza,2011,dic-11,,,12/1/2010,240.77
Mendoza,2012,ene-12,,,12/1/2011,240.94
Mendoza,2012,Feb-12,,,12/1/2011,249.09
Mendoza,2012,Mar-12,,,12/1/2011,258.38
Mendoza,2012,abr-12,,,12/1/2011,255.34
Mendoza,2012,May-12,,,12/1/2011,240.55
Mendoza,2012,Jun-12,,,12/1/2011,240.39
Mendoza,2012,Jul-12,,,12/1/2011,239.58
Mendoza,2012,ago-12,,,12/1/2011,239.63
Mendoza,2012,Sep-12,,,12/1/2011,238.14
Mendoza,2012,Oct-12,,,12/1/2011,239.43
Mendoza,2012,Nov-12,,,12/1/2011,242.81
Mendoza,2012,dic-12,,,12/1/2011,244.29
Mendoza,2013,ene-13,,,12/1/2012,245.47
Mendoza,2013,Feb-13,,,12/1/2012,253.95
Mendoza,2013,Mar-13,,,12/1/2012,262.79
Mendoza,2013,abr-13,,,12/1/2012,262.39
Mendoza,2013,May-13,,,12/1/2012,242.91
Mendoza,2013,Jun-13,,,12/1/2012,238.86
Mendoza,2013,Jul-13,,,12/1/2012,239.01
Mendoza,2013,ago-13,,,12/1/2012,239.62
Mendoza,2013,Sep-13,,,12/1/2012,238.41
Mendoza,2013,Oct-13,,,12/1/2012,237.99
Mendoza,2013,Nov-13,,,12/1/2012,239.63
Mendoza,2013,dic-13,,,12/1/2012,240.83
Mendoza,2014,ene-14,,,12/1/2013,240.85
Mendoza,2014,Feb-14,,,12/1/2013,246.94
Mendoza,2014,Mar-14,,,12/1/2013,255.73
Mendoza,2014,abr-14,,,12/1/2013,255.18
Mendoza,2014,May-14,,,12/1/2013,238.82
Mendoza,2014,Jun-14,,,12/1/2013,238.33
Mendoza,2014,Jul-14,,,12/1/2013,238.67
Mendoza,2014,ago-14,,,12/1/2013,237.43
Mendoza,2014,Sep-14,,,12/1/2013,237.05
Mendoza,2014,Oct-14,,,12/1/2013,239.89
Mendoza,2014,Nov-14,,,12/1/2013,241.58
Mendoza,2014,dic-14,,,12/1/2013,242.27
Mendoza,2015,ene-15,,,12/1/2014,245.15
Mendoza,2015,Feb-15,,,12/1/2014,252.24
Mendoza,2015,Mar-15,,,12/1/2014,259.31
Mendoza,2015,abr-15,,,12/1/2014,259.13
Mendoza,2015,May-15,,,12/1/2014,243.46
Mendoza,2015,Jun-15,,,12/1/2014,244.57
Mendoza,2015,Jul-15,,,12/1/2014,244.07
Mendoza,2015,ago-15,,,12/1/2014,243.06
Mendoza,2015,Sep-15,,,12/1/2014,242.27
Mendoza,2015,Oct-15,,,12/1/2014,241.51
Mendoza,2015,Nov-15,,,12/1/2014,243.64
Mendoza,2015,dic-15,,,12/1/2014,242.87
Mendoza,2016,ene-16,,,12/1/2015,243.05
Mendoza,2016,Feb-16,,,12/1/2015,247.16
Mendoza,2016,Mar-16,,,12/1/2015,252.74
Mendoza,2016,abr-16,,,12/1/2015,249.54
Mendoza,2016,May-16,,,12/1/2015,236.95
Mendoza,2016,Jun-16,,,12/1/2015,236.13
Mendoza,2016,Jul-16,,,12/1/2015,237.52
Mendoza,2016,ago-16,,,12/1/2015,238.36
Mendoza,2016,Sep-16,,,12/1/2015,238.20
Mendoza,2016,Oct-16,,,12/1/2015,238.80
Mendoza,2016,Nov-16,,,12/1/2015,241.69
Mendoza,2016,dic-16,,,12/1/2015,243.26
Mendoza,2017,ene-17,,,12/1/2016,244.22
Mendoza,2017,Feb-17,,,12/1/2016,249.65
Mendoza,2017,Mar-17,,,12/1/2016,255.68
Mendoza,2017,abr-17,,,12/1/2016,248.70
Mendoza,2017,May-17,,,12/1/2016,240.15
Mendoza,2017,Jun-17,,,12/1/2016,240.15
Mendoza,2017,Jul-17,,,12/1/2016,240.53
Mendoza,2017,ago-17,,,12/1/2016,240.74
Mendoza,2017,Sep-17,,,12/1/2016,239.55
Mendoza,2017,Oct-17,,,12/1/2016,239.59
Mendoza,2017,Nov-17,,,12/1/2016,243.83
Mendoza,2017,dic-17,,,12/1/2016,245.69
Mendoza,2018,ene-18,,,12/1/2017,245.74
Mendoza,2018,Feb-18,,,12/1/2017,253.41
Mendoza,2018,Mar-18,,,12/1/2017,259.65
Mendoza,2018,abr-18,,,12/1/2017,256.65
Mendoza,2018,May-18,,,12/1/2017,243.79
Mendoza,2018,Jun-18,,,12/1/2017,241.86
Mendoza,2018,Jul-18,,,12/1/2017,243.18
Mendoza,2018,ago-18,,,12/1/2017,243.17
Mendoza,2018,Sep-18,,,12/1/2017,241.25
Mendoza,2018,Oct-18,,,12/1/2017,242.15
Mendoza,2018,Nov-18,,,12/1/2017,244.70
Mendoza,2018,dic-18,,,12/1/2017,244.64
Mendoza,2019,ene-19,,,12/1/2018,245.33
Mendoza,2019,Feb-19,,,12/1/2018,252.08
Mendoza,2019,Mar-19,,,12/1/2018,256.41
Mendoza,2019,abr-19,,,12/1/2018,254.84
Mendoza,2019,May-19,,,12/1/2018,243.16
Mendoza,2019,Jun-19,,,12/1/2018,241.22
Mendoza,2019,Jul-19,,,12/1/2018,242.09
Mendoza,2019,ago-19,,,12/1/2018,241.70
Mendoza,2019,Sep-19,,,12/1/2018,238.08
Mendoza,2019,Oct-19,,,12/1/2018,239.22
Mendoza,2019,Nov-19,,,12/1/2018,242.32
Mendoza,2019,dic-19,,,12/1/2018,241.17
Mendoza,2020,ene-20,,,12/1/2019,240.46
Mendoza,2020,Feb-20,,,12/1/2019,246.89
Mendoza,2020,Mar-20,,,12/1/2019,249.30
Mendoza,2020,abr-20,,,12/1/2019,234.96
Mendoza,2020,May-20,,,12/1/2019,224.57
Mendoza,2020,Jun-20,,,12/1/2019,224.16
Mendoza,2020,Jul-20,,,12/1/2019,222.91
Mendoza,2020,ago-20,,,12/1/2019,222.59
Mendoza,2020,Sep-20,,,12/1/2019,222.34
Mendoza,2020,Oct-20,,,12/1/2019,223.51
Mendoza,2020,Nov-20,,,12/1/2019,227.06
Mendoza,2020,dic-20,,,12/1/2019,228.33
Mendoza,2021,ene-21,,,12/1/2020,229.91
Mendoza,2021,Feb-21,,,12/1/2020,235.36
Mendoza,2021,Mar-21,,,12/1/2020,239.24
Mendoza,2021,abr-21,,,12/1/2020,235.97
Mendoza,2021,May-21,,,12/1/2020,225.49
Mendoza,2021,Jun-21,,,12/1/2020,225.35
Mendoza,2021,Jul-21,,,12/1/2020,225.58
Mendoza,2021,ago-21,,,12/1/2020,226.34
Mendoza,2021,Sep-21,,,12/1/2020,225.46
Mendoza,2021,Oct-21,,,12/1/2020,227.05
Misiones,2009,ene-09,,,12/1/2008,82.01
Misiones,2009,Feb-09,,,12/1/2008,83.44
Misiones,2009,Mar-09,,,12/1/2008,84.73
Misiones,2009,abr-09,,,12/1/2008,86.44
Misiones,2009,May-09,,,12/1/2008,88.02
Misiones,2009,Jun-09,,,12/1/2008,88.28
Misiones,2009,Jul-09,,,12/1/2008,88.98
Misiones,2009,ago-09,,,12/1/2008,88.28
Misiones,2009,Sep-09,,,12/1/2008,86.81
Misiones,2009,Oct-09,,,12/1/2008,85.47
Misiones,2009,Nov-09,,,12/1/2008,84.39
Misiones,2009,dic-09,,,12/1/2008,83.57
Misiones,2010,ene-10,,,12/1/2009,82.88
Misiones,2010,Feb-10,,,12/1/2009,84.51
Misiones,2010,Mar-10,,,12/1/2009,86.42
Misiones,2010,abr-10,,,12/1/2009,88.30
Misiones,2010,May-10,,,12/1/2009,88.64
Misiones,2010,Jun-10,,,12/1/2009,89.25
Misiones,2010,Jul-10,,,12/1/2009,89.64
Misiones,2010,ago-10,,,12/1/2009,90.04
Misiones,2010,Sep-10,,,12/1/2009,89.04
Misiones,2010,Oct-10,,,12/1/2009,87.92
Misiones,2010,Nov-10,,,12/1/2009,87.61
Misiones,2010,dic-10,,,12/1/2009,87.20
Misiones,2011,ene-11,,,12/1/2010,87.57
Misiones,2011,Feb-11,,,12/1/2010,90.32
Misiones,2011,Mar-11,,,12/1/2010,93.09
Misiones,2011,abr-11,,,12/1/2010,95.52
Misiones,2011,May-11,,,12/1/2010,96.93
Misiones,2011,Jun-11,,,12/1/2010,96.84
Misiones,2011,Jul-11,,,12/1/2010,97.61
Misiones,2011,ago-11,,,12/1/2010,97.38
Misiones,2011,Sep-11,,,12/1/2010,96.31
Misiones,2011,Oct-11,,,12/1/2010,95.06
Misiones,2011,Nov-11,,,12/1/2010,95.64
Misiones,2011,dic-11,,,12/1/2010,93.97
Misiones,2012,ene-12,,,12/1/2011,93.03
Misiones,2012,Feb-12,,,12/1/2011,93.89
Misiones,2012,Mar-12,,,12/1/2011,96.09
Misiones,2012,abr-12,,,12/1/2011,97.31
Misiones,2012,May-12,,,12/1/2011,98.52
Misiones,2012,Jun-12,,,12/1/2011,98.71
Misiones,2012,Jul-12,,,12/1/2011,98.66
Misiones,2012,ago-12,,,12/1/2011,98.03
Misiones,2012,Sep-12,,,12/1/2011,96.00
Misiones,2012,Oct-12,,,12/1/2011,94.76
Misiones,2012,Nov-12,,,12/1/2011,96.21
Misiones,2012,dic-12,,,12/1/2011,94.63
Misiones,2013,ene-13,,,12/1/2012,95.22
Misiones,2013,Feb-13,,,12/1/2012,96.88
Misiones,2013,Mar-13,,,12/1/2012,99.36
Misiones,2013,abr-13,,,12/1/2012,101.37
Misiones,2013,May-13,,,12/1/2012,102.50
Misiones,2013,Jun-13,,,12/1/2012,103.09
Misiones,2013,Jul-13,,,12/1/2012,103.62
Misiones,2013,ago-13,,,12/1/2012,102.69
Misiones,2013,Sep-13,,,12/1/2012,100.78
Misiones,2013,Oct-13,,,12/1/2012,100.09
Misiones,2013,Nov-13,,,12/1/2012,100.91
Misiones,2013,dic-13,,,12/1/2012,98.12
Misiones,2014,ene-14,,,12/1/2013,96.94
Misiones,2014,Feb-14,,,12/1/2013,97.90
Misiones,2014,Mar-14,,,12/1/2013,100.24
Misiones,2014,abr-14,,,12/1/2013,102.61
Misiones,2014,May-14,,,12/1/2013,104.01
Misiones,2014,Jun-14,,,12/1/2013,104.46
Misiones,2014,Jul-14,,,12/1/2013,105.10
Misiones,2014,ago-14,,,12/1/2013,103.54
Misiones,2014,Sep-14,,,12/1/2013,102.14
Misiones,2014,Oct-14,,,12/1/2013,100.67
Misiones,2014,Nov-14,,,12/1/2013,101.18
Misiones,2014,dic-14,,,12/1/2013,101.10
Misiones,2015,ene-15,,,12/1/2014,100.65
Misiones,2015,Feb-15,,,12/1/2014,101.91
Misiones,2015,Mar-15,,,12/1/2014,105.36
Misiones,2015,abr-15,,,12/1/2014,107.92
Misiones,2015,May-15,,,12/1/2014,110.03
Misiones,2015,Jun-15,,,12/1/2014,111.61
Misiones,2015,Jul-15,,,12/1/2014,111.94
Misiones,2015,ago-15,,,12/1/2014,111.82
Misiones,2015,Sep-15,,,12/1/2014,109.00
Misiones,2015,Oct-15,,,12/1/2014,106.31
Misiones,2015,Nov-15,,,12/1/2014,105.23
Misiones,2015,dic-15,,,12/1/2014,102.21
Misiones,2016,ene-16,,,12/1/2015,99.79
Misiones,2016,Feb-16,,,12/1/2015,101.49
Misiones,2016,Mar-16,,,12/1/2015,104.80
Misiones,2016,abr-16,,,12/1/2015,106.70
Misiones,2016,May-16,,,12/1/2015,107.19
Misiones,2016,Jun-16,,,12/1/2015,107.27
Misiones,2016,Jul-16,,,12/1/2015,107.13
Misiones,2016,ago-16,,,12/1/2015,105.93
Misiones,2016,Sep-16,,,12/1/2015,103.10
Misiones,2016,Oct-16,,,12/1/2015,100.73
Misiones,2016,Nov-16,,,12/1/2015,100.76
Misiones,2016,dic-16,,,12/1/2015,99.79
Misiones,2017,ene-17,,,12/1/2016,99.09
Misiones,2017,Feb-17,,,12/1/2016,99.54
Misiones,2017,Mar-17,,,12/1/2016,102.54
Misiones,2017,abr-17,,,12/1/2016,106.01
Misiones,2017,May-17,,,12/1/2016,109.76
Misiones,2017,Jun-17,,,12/1/2016,110.71
Misiones,2017,Jul-17,,,12/1/2016,110.10
Misiones,2017,ago-17,,,12/1/2016,107.50
Misiones,2017,Sep-17,,,12/1/2016,102.51
Misiones,2017,Oct-17,,,12/1/2016,99.89
Misiones,2017,Nov-17,,,12/1/2016,100.45
Misiones,2017,dic-17,,,12/1/2016,100.78
Misiones,2018,ene-18,,,12/1/2017,100.14
Misiones,2018,Feb-18,,,12/1/2017,100.90
Misiones,2018,Mar-18,,,12/1/2017,105.47
Misiones,2018,abr-18,,,12/1/2017,109.81
Misiones,2018,May-18,,,12/1/2017,111.34
Misiones,2018,Jun-18,,,12/1/2017,110.46
Misiones,2018,Jul-18,,,12/1/2017,109.76
Misiones,2018,ago-18,,,12/1/2017,107.78
Misiones,2018,Sep-18,,,12/1/2017,102.50
Misiones,2018,Oct-18,,,12/1/2017,98.76
Misiones,2018,Nov-18,,,12/1/2017,98.40
Misiones,2018,dic-18,,,12/1/2017,98.51
Misiones,2019,ene-19,,,12/1/2018,97.93
Misiones,2019,Feb-19,,,12/1/2018,99.45
Misiones,2019,Mar-19,,,12/1/2018,103.48
Misiones,2019,abr-19,,,12/1/2018,107.02
Misiones,2019,May-19,,,12/1/2018,108.54
Misiones,2019,Jun-19,,,12/1/2018,108.27
Misiones,2019,Jul-19,,,12/1/2018,107.71
Misiones,2019,ago-19,,,12/1/2018,104.79
Misiones,2019,Sep-19,,,12/1/2018,100.06
Misiones,2019,Oct-19,,,12/1/2018,96.79
Misiones,2019,Nov-19,,,12/1/2018,96.31
Misiones,2019,dic-19,,,12/1/2018,96.76
Misiones,2020,ene-20,,,12/1/2019,96.06
Misiones,2020,Feb-20,,,12/1/2019,96.94
Misiones,2020,Mar-20,,,12/1/2019,100.38
Misiones,2020,abr-20,,,12/1/2019,100.46
Misiones,2020,May-20,,,12/1/2019,101.94
Misiones,2020,Jun-20,,,12/1/2019,102.35
Misiones,2020,Jul-20,,,12/1/2019,101.81
Misiones,2020,ago-20,,,12/1/2019,100.23
Misiones,2020,Sep-20,,,12/1/2019,97.72
Misiones,2020,Oct-20,,,12/1/2019,94.08
Misiones,2020,Nov-20,,,12/1/2019,93.95
Misiones,2020,dic-20,,,12/1/2019,93.75
Misiones,2021,ene-21,,,12/1/2020,93.74
Misiones,2021,Feb-21,,,12/1/2020,95.52
Misiones,2021,Mar-21,,,12/1/2020,100.73
Misiones,2021,abr-21,,,12/1/2020,104.23
Misiones,2021,May-21,,,12/1/2020,106.22
Misiones,2021,Jun-21,,,12/1/2020,105.77
Misiones,2021,Jul-21,,,12/1/2020,105.65
Misiones,2021,ago-21,,,12/1/2020,104.20
Misiones,2021,Sep-21,,,12/1/2020,101.21
Misiones,2021,Oct-21,,,12/1/2020,97.73
Neuquén,2009,ene-09,,,12/1/2008,92.93
Neuquén,2009,Feb-09,,,12/1/2008,93.32
Neuquén,2009,Mar-09,,,12/1/2008,91.58
Neuquén,2009,abr-09,,,12/1/2008,87.30
Neuquén,2009,May-09,,,12/1/2008,85.17
Neuquén,2009,Jun-09,,,12/1/2008,85.27
Neuquén,2009,Jul-09,,,12/1/2008,85.40
Neuquén,2009,ago-09,,,12/1/2008,85.11
Neuquén,2009,Sep-09,,,12/1/2008,84.91
Neuquén,2009,Oct-09,,,12/1/2008,83.93
Neuquén,2009,Nov-09,,,12/1/2008,85.44
Neuquén,2009,dic-09,,,12/1/2008,86.31
Neuquén,2010,ene-10,,,12/1/2009,87.53
Neuquén,2010,Feb-10,,,12/1/2009,88.92
Neuquén,2010,Mar-10,,,12/1/2009,89.18
Neuquén,2010,abr-10,,,12/1/2009,86.33
Neuquén,2010,May-10,,,12/1/2009,84.66
Neuquén,2010,Jun-10,,,12/1/2009,84.73
Neuquén,2010,Jul-10,,,12/1/2009,85.46
Neuquén,2010,ago-10,,,12/1/2009,86.36
Neuquén,2010,Sep-10,,,12/1/2009,86.43
Neuquén,2010,Oct-10,,,12/1/2009,86.58
Neuquén,2010,Nov-10,,,12/1/2009,87.68
Neuquén,2010,dic-10,,,12/1/2009,89.06
Neuquén,2011,ene-11,,,12/1/2010,90.85
Neuquén,2011,Feb-11,,,12/1/2010,92.30
Neuquén,2011,Mar-11,,,12/1/2010,92.10
Neuquén,2011,abr-11,,,12/1/2010,89.38
Neuquén,2011,May-11,,,12/1/2010,87.76
Neuquén,2011,Jun-11,,,12/1/2010,88.42
Neuquén,2011,Jul-11,,,12/1/2010,88.62
Neuquén,2011,ago-11,,,12/1/2010,89.34
Neuquén,2011,Sep-11,,,12/1/2010,89.36
Neuquén,2011,Oct-11,,,12/1/2010,89.34
Neuquén,2011,Nov-11,,,12/1/2010,90.39
Neuquén,2011,dic-11,,,12/1/2010,90.64
Neuquén,2012,ene-12,,,12/1/2011,91.60
Neuquén,2012,Feb-12,,,12/1/2011,92.68
Neuquén,2012,Mar-12,,,12/1/2011,92.84
Neuquén,2012,abr-12,,,12/1/2011,90.62
Neuquén,2012,May-12,,,12/1/2011,88.97
Neuquén,2012,Jun-12,,,12/1/2011,89.33
Neuquén,2012,Jul-12,,,12/1/2011,90.30
Neuquén,2012,ago-12,,,12/1/2011,90.52
Neuquén,2012,Sep-12,,,12/1/2011,90.70
Neuquén,2012,Oct-12,,,12/1/2011,91.28
Neuquén,2012,Nov-12,,,12/1/2011,92.51
Neuquén,2012,dic-12,,,12/1/2011,93.26
Neuquén,2013,ene-13,,,12/1/2012,96.09
Neuquén,2013,Feb-13,,,12/1/2012,97.49
Neuquén,2013,Mar-13,,,12/1/2012,97.64
Neuquén,2013,abr-13,,,12/1/2012,95.14
Neuquén,2013,May-13,,,12/1/2012,93.72
Neuquén,2013,Jun-13,,,12/1/2012,93.85
Neuquén,2013,Jul-13,,,12/1/2012,96.07
Neuquén,2013,ago-13,,,12/1/2012,96.81
Neuquén,2013,Sep-13,,,12/1/2012,96.62
Neuquén,2013,Oct-13,,,12/1/2012,97.04
Neuquén,2013,Nov-13,,,12/1/2012,98.97
Neuquén,2013,dic-13,,,12/1/2012,100.19
Neuquén,2014,ene-14,,,12/1/2013,103.61
Neuquén,2014,Feb-14,,,12/1/2013,104.71
Neuquén,2014,Mar-14,,,12/1/2013,104.73
Neuquén,2014,abr-14,,,12/1/2013,102.33
Neuquén,2014,May-14,,,12/1/2013,101.33
Neuquén,2014,Jun-14,,,12/1/2013,101.76
Neuquén,2014,Jul-14,,,12/1/2013,103.57
Neuquén,2014,ago-14,,,12/1/2013,104.15
Neuquén,2014,Sep-14,,,12/1/2013,104.44
Neuquén,2014,Oct-14,,,12/1/2013,105.66
Neuquén,2014,Nov-14,,,12/1/2013,107.70
Neuquén,2014,dic-14,,,12/1/2013,108.88
Neuquén,2015,ene-15,,,12/1/2014,112.04
Neuquén,2015,Feb-15,,,12/1/2014,113.48
Neuquén,2015,Mar-15,,,12/1/2014,114.17
Neuquén,2015,abr-15,,,12/1/2014,112.30
Neuquén,2015,May-15,,,12/1/2014,110.80
Neuquén,2015,Jun-15,,,12/1/2014,111.22
Neuquén,2015,Jul-15,,,12/1/2014,112.59
Neuquén,2015,ago-15,,,12/1/2014,113.88
Neuquén,2015,Sep-15,,,12/1/2014,113.53
Neuquén,2015,Oct-15,,,12/1/2014,113.38
Neuquén,2015,Nov-15,,,12/1/2014,114.44
Neuquén,2015,dic-15,,,12/1/2014,114.13
Neuquén,2016,ene-16,,,12/1/2015,114.70
Neuquén,2016,Feb-16,,,12/1/2015,115.51
Neuquén,2016,Mar-16,,,12/1/2015,114.45
Neuquén,2016,abr-16,,,12/1/2015,112.11
Neuquén,2016,May-16,,,12/1/2015,110.53
Neuquén,2016,Jun-16,,,12/1/2015,110.49
Neuquén,2016,Jul-16,,,12/1/2015,111.11
Neuquén,2016,ago-16,,,12/1/2015,111.41
Neuquén,2016,Sep-16,,,12/1/2015,110.99
Neuquén,2016,Oct-16,,,12/1/2015,110.16
Neuquén,2016,Nov-16,,,12/1/2015,111.29
Neuquén,2016,dic-16,,,12/1/2015,111.03
Neuquén,2017,ene-17,,,12/1/2016,112.41
Neuquén,2017,Feb-17,,,12/1/2016,111.88
Neuquén,2017,Mar-17,,,12/1/2016,111.23
Neuquén,2017,abr-17,,,12/1/2016,107.83
Neuquén,2017,May-17,,,12/1/2016,107.16
Neuquén,2017,Jun-17,,,12/1/2016,107.62
Neuquén,2017,Jul-17,,,12/1/2016,108.79
Neuquén,2017,ago-17,,,12/1/2016,109.67
Neuquén,2017,Sep-17,,,12/1/2016,109.91
